src_name,avgParticlesPerCell,cutoff,domainSizeX,domainSizeY,domainSizeZ,estimatedNumNeighborInteractions,maxParticlesPerCell,minParticlesPerCell,numCells,numEmptyCells,numHaloParticles,numParticles,particleSize,particleSizeNeededByFunctor,particlesPerBlurredCellStdDev,particlesPerCellStdDev,rebuildFrequency,skin,threadCount,Ranking,Container,CellSizeFactor,Traversal,Load Estimator,Data Layout,Newton 3
./data/1714074940454459261,0.203542,3.0,51.0,51.0,51.0,2441.0,3.0,0.0,4913.0,4007.0,0.0,1000.0,128.0,72.0,0.032357,0.03163,10.0,1.0,12.0,0.6065306597126334,VerletClusterLists,1.0,vcl_c06,none,AoS,enabled
./data/1714074940454459261,0.203542,3.0,51.0,51.0,51.0,2441.0,3.0,0.0,4913.0,4007.0,0.0,1000.0,128.0,72.0,0.032357,0.03163,10.0,1.0,12.0,0.4723665527410147,VerletListsCells,1.0,vlc_sliced_c02,none,AoS,enabled
./data/1714075353200924905,6.666667,3.0,58.0,7.25,7.25,44832.0,35.0,0.0,180.0,100.0,0.0,1200.0,128.0,72.0,0.097925,0.096717,10.0,1.0,12.0,1.0,LinkedCells,1.0,lc_sliced_c02,none,SoA,enabled
./data/1714075353200924905,6.666667,3.0,58.0,7.25,7.25,44832.0,35.0,0.0,180.0,100.0,0.0,1200.0,128.0,72.0,0.097925,0.096717,10.0,1.0,12.0,0.7788007830714049,LinkedCells,1.0,lc_sliced_balanced,none,SoA,enabled
./data/1714075353200924905,6.666667,3.0,58.0,7.25,7.25,44832.0,35.0,0.0,180.0,100.0,0.0,1200.0,128.0,72.0,0.097925,0.096717,10.0,1.0,12.0,0.6065306597126334,LinkedCells,1.0,lc_c08,none,SoA,enabled
./data/1714075353200924905,6.666667,3.0,58.0,7.25,7.25,44832.0,35.0,0.0,180.0,100.0,0.0,1200.0,128.0,72.0,0.097925,0.096717,10.0,1.0,12.0,0.4723665527410147,LinkedCells,1.0,lc_c01,none,SoA,disabled
./data/1714080390753305556,0.186184,3.0,195.0,95.0,55.0,20404.0,4.0,0.0,39520.0,33329.0,0.0,7358.0,128.0,72.0,0.144749,0.012643,10.0,1.0,12.0,1.0,VerletClusterLists,1.0,vcl_c06,none,SoA,enabled
./data/1714080390753305556,0.186184,3.0,195.0,95.0,55.0,20404.0,4.0,0.0,39520.0,33329.0,0.0,7358.0,128.0,72.0,0.144749,0.012643,10.0,1.0,12.0,0.7788007830714049,VerletClusterLists,1.0,vcl_c06,none,AoS,enabled
./data/1714080390753305556,0.186184,3.0,195.0,95.0,55.0,20404.0,4.0,0.0,39520.0,33329.0,0.0,7358.0,128.0,72.0,0.144749,0.012643,10.0,1.0,12.0,0.6065306597126334,LinkedCells,1.0,lc_sliced,none,AoS,enabled
./data/1714080390753305556,0.186184,3.0,195.0,95.0,55.0,20404.0,4.0,0.0,39520.0,33329.0,0.0,7358.0,128.0,72.0,0.144749,0.012643,10.0,1.0,12.0,0.4723665527410147,VerletClusterLists,1.0,vcl_c01_balanced,none,SoA,disabled
